Date	What's labeled? T/RT	Tweet_ID	Type	Our Categorization: F(1) V(0)
Nov 16	T	1328334945148952576	F	1
Nov 16	T	1328338241284616193	F	1
Nov 16	T	1328361451497664512	F	1
Nov 16	T	1328382287331856384	F	1
Nov 16	T	1328448530504163329	F	1
Nov 17	T	1328830381429288962	F	1
Nov 17	T	1328852352787484677	F	1
Nov 17	T	1328852354049957888	F	1
Nov 17	T	1328856932011167744	F	1
Nov 18	T	1329054683441278977	F	1
Nov 18	T	1329060562442067969	F	1
Nov 18	T	1329064787142172673	F	1
Nov 18	T	1329065945160175616	F	1
Nov 18	T	1329069814195871744	F	1
Nov 18	T	1329075487553974275	F	1
Nov 18	T	1329086548093014022	F	1
Nov 18	T	1329087255168708608	F	1
Nov 18	T	1329093126238203905	F	1
Nov 19	T	1329298668403499009	F	1
Nov 19	T	1329401626763943936	F	1
Nov 19	T	1329405682706247683	F	1
Nov 19	T	1329424134166687744	F	1
Nov 19	T	1329459995893764102	F	1
Nov 19	T	1329478149609041927	F	1
Nov 19	T	1329521429575049231	F	1
Nov 20	T&RT	1329760015314464770	F	1
Nov 20	T	1329761125404205057	F	1
Nov 20	T	1329780467663564806	F	1
Nov 20	T	1329784812257890306	F	1
Nov 20	T	1329871775707107335	F	1
Nov 20	T	1329871776889925636	F	1
Nov 20	T	1329963239170564098	F	1
Nov 20	T	1329963296854847492	F	1
Nov 20	T	1329963571250335744	F	1
Nov 21	T	1330137267680186371	F	1
Nov 21	T	1330137741078695939	F	1
Nov 21	T	1330248268656357376	F	1
Nov 21	T	1330259856662654978	F	1
Nov 21	T	1330319748660416513	F	1
Nov 21	T	1330323589170663426	F	1
Nov 21	T	1330325425667629058	F	1
Nov 21	T	1330327620148465664	F	1
Nov 21	T	1330351724553441282	F	1
Nov 21	T	1330351802508775426	F	1
Nov 21	T	1330367988621594625	F	1
Nov 21	T	1330368206968643584	F	1
Nov 21	T	1330368448552169474	F	1
Nov 21	T	1330374020613758977	F	1
Nov 22	T	1330555645213483016	F	1
Nov 22	T	1330732289018503170	F	1
Nov 22	T	1330737141794676736	F	1
Nov 23	T	1331057517095489539	F	1
Nov 23	T	1331086969183621120	F	1
Nov 23	T	1331214247955738624	F	1
Nov 24	RT	1331218534890958849	F	-
Nov 24	RT	1331219312112250890	F	-
Nov 24	T	1331225404351373313	F	1
Nov 24	T	1331393812728573952	F	1
Nov 24	RT	1329886440449138689	F	-
Nov 24	RT	1331393990957047808	F	-
Nov 24	RT	1331390178624229376	F	-
Nov 24	RT	1331249032006602753	F	-
Nov 24	RT	1329053473657249797	F	-
Nov 24	RT	1331315679321092097	F	-
Nov 24	RT	1331214247955738624	F	-
Nov 24	RT	1331127441604145152	F	1
Nov 25	T	1331655154492448770	F	1
Nov 25	RT	1331680682578501632	F	-
Nov 25	T	1331684437705302018	F	1
Nov 25	T&RT	1331695288231333890	F	1
Nov 25	T	1331738816856666114	F	1
Nov 25	T	1331750037777510404	F	1
Nov 25	RT	1330606002299920387	F	-
Nov 25	T	1331751453908742145	F	1
Nov 25	RT	1331707452304228352	F	-
Nov 25	T	1331761131120103424	F	1
Nov 25	RT	1331753058024517634	F	-
Nov 25	T	1331987171700510720	F	1
Nov 25	RT	1331753058024517634	F	-
				136
